rater,id,model,empathy,professionalism,safety,naturalness,relevance
1,91,B,3.5,1.5,3.5,4.0,3.0
1,92,B,5,5,3.5,5,5
1,93,B,4.0,1,3.5,4.5,2.5
1,94,B,2.5,1.5,3.0,5,2.0
1,95,B,3.5,1.5,2.5,5,2.5
1,96,B,5,3.5,4.0,4.5,4.5
1,97,B,4.0,4.5,4.5,5,5
1,98,B,3.5,2.0,4.5,5,2.5
1,99,B,3.0,2.0,3.0,3.5,3.5
1,100,B,4.5,4.0,4.0,5,5
1,101,B,5,3.5,2.5,5,5
1,102,B,3.5,1.5,3.0,4.5,3.5
1,103,B,2.5,2.0,3.0,4.0,2.0
1,104,B,4.5,2.0,2.0,5,5
1,105,B,5,3.0,3.0,4.5,3.0
1,106,B,2.0,1.5,3.0,4.0,2.5
1,107,B,5,2.0,2.5,5,3.0
1,108,B,3.0,1.5,3.0,4.0,3.0
1,109,B,5,2.0,3.0,5,2.0
1,110,B,4.5,3.5,2.0,5,4.0
1,111,B,4.0,1.5,2.5,4.5,3.0
1,112,B,4.5,3.0,3.0,5,4.5
1,113,B,5,3.0,2.5,5,4.0
1,114,B,4.0,1.5,3.5,3.5,3.5
1,115,B,4.0,2.5,3.0,4.5,3.0
1,116,B,4.5,3.5,2.5,4.5,3.0
1,117,B,4.5,2.5,3.0,5,4.5
1,118,B,4.0,2.5,2.5,5,2.0
1,119,B,3.0,2.0,3.5,4.5,4.0
1,120,B,5,4.5,4.0,5,5
1,121,B,5,2.0,2.0,5,4.5
1,122,B,3.5,2.0,4.0,3.5,4.5
1,123,B,4.0,1.5,2.0,4.5,3.0
1,124,B,4.0,2.5,2.0,5,4.5
1,125,B,4.0,1.5,2.0,5,4.0
1,126,B,4.5,4.0,4.0,5,5
1,127,B,3.0,2.0,3.0,5,4.0
1,128,B,4.0,3.5,4.0,4.5,4.5
1,129,B,5,2.5,2.0,5,3.5
1,130,B,5,2.0,4.0,5,4.5
1,131,B,3.5,1,3.5,5,4.5
1,132,B,5,3.0,2.0,5,5
1,133,B,5,4.0,4.0,5,4.5
1,134,B,3.0,1.5,2.5,5,3.0
1,135,B,5,2.5,2.5,5,5
1,136,B,5,3.0,3.0,5,5
1,137,B,4.5,2.5,2.5,5,2.0
1,138,B,3.0,1,2.0,5,3.5
1,139,B,3.0,2.0,1.5,4.5,3.0
1,140,B,5,3.0,3.5,5,4.0
1,141,B,5,3.5,3.5,4.5,4.0
1,142,B,3.0,1.5,2.0,3.5,3.0
1,143,B,5,3.5,4.0,5,4.5
1,144,B,3.5,3.0,4.5,5,5
1,145,B,3.5,1.5,3.0,5,3.0
1,146,B,4.5,2.0,2.0,5,3.5
1,147,B,4.5,3.0,4.0,4.5,4.0
1,148,B,3.0,3.0,2.5,5,4.0
1,149,B,4.5,2.0,3.0,5,4.5
1,150,B,5,1,2.0,5,2.0
1,151,B,5,4.5,3.5,5,5
1,152,B,5,3.0,4.5,4.5,3.0
1,153,B,4.5,2.5,4.0,5,4.0
1,154,B,3.0,2.0,2.5,5,3.0
1,155,B,4.0,3.5,4.5,5,5
1,156,B,3.0,4.0,3.5,4.5,4.5
1,157,B,3.5,3.0,4.5,5,4.5
1,158,B,5,3.5,3.5,4.5,4.0
1,159,B,5,4.5,4.0,5,4.5
1,160,B,2.5,2.0,4.0,4.0,2.0
1,161,B,4.5,2.5,2.0,5,3.5
1,162,B,5,2.5,4.5,5,4.5
1,163,B,4.5,3.0,2.5,5,4.5
1,164,B,2.0,2.5,4.0,3.5,3.0
1,165,B,4.0,2.0,4.5,5,4.0
1,166,B,2.0,1.5,2.5,5,3.0
1,167,B,5,3.0,4.5,4.5,4.5
1,168,B,5,1.5,5,5,4.0
1,169,B,4.0,2.5,3.5,5,4.0
1,170,B,3.0,2.0,2.5,4.5,3.0
1,171,B,5,2.5,3.0,4.5,3.5
1,172,B,5,4.0,4.0,5,4.0
1,173,B,4.0,3.0,3.5,5,4.0
1,174,B,3.0,2.0,4.0,4.5,3.5
1,175,B,4.5,2.5,5,5,4.0
1,176,B,5,2.0,3.0,5,3.0
1,177,B,4.0,2.5,4.0,4.5,3.0
1,178,B,4.5,2.5,3.5,5,3.5
1,179,B,4.5,4.0,3.5,4.5,5
1,180,B,4.0,2.5,3.5,5,3.5
1,181,B,4.5,3.0,4.5,5,4.5
1,182,B,5,1.5,3.5,5,4.0
1,183,B,5,5,3.5,5,5
1,184,B,4.5,3.0,4.0,5,5
1,185,B,3.0,3.5,4.5,5,5
1,186,B,3.0,2.0,2.5,4.0,2.0
1,187,B,5,2.5,4.5,5,3.5
1,188,B,5,3.0,2.5,5,3.0
1,189,B,4.5,4.0,2.5,5,5
1,190,B,4.5,3.0,4.0,5,3.0
1,191,B,4.5,3.0,4.0,5,4.5
1,192,B,5,4.5,4.0,5,3.0
1,193,B,4.0,2.5,2.5,5,3.5
1,194,B,4.0,1.5,3.0,4.5,3.5
1,195,B,5,2.5,3.5,5,4.5
1,196,B,4.5,3.0,3.0,5,4.5
1,197,B,4.0,2.0,4.0,4.5,4.5
1,198,B,4.5,3.0,3.5,5,5
1,199,B,5,2.5,4.5,5,4.0
1,200,B,4.5,5,4.5,4.5,5
1,201,B,3.5,3.0,4.0,5,5
1,202,B,4.0,3.0,3.5,5,4.5
1,203,B,5,4.5,3.5,5,4.0
1,204,B,4.0,2.5,4.0,4.5,4.5
1,205,B,4.0,3.5,3.5,5,2.0
1,206,B,4.5,3.0,3.5,4.5,5
1,207,B,5,3.5,3.5,5,5
1,208,B,3.5,1.5,3.5,4.5,4.0
1,209,B,5,3.5,4.0,4.5,4.0
1,210,B,4.0,2.5,4.0,5,3.0
1,211,B,4.5,2.5,2.0,4.5,1.5
1,212,B,2.5,1.5,3.0,4.5,3.0
1,213,B,4.5,3.0,3.5,5,5
1,214,B,4.0,4.5,4.0,5,5
1,215,B,4.0,3.5,4.0,5,5
1,216,B,3.0,2.0,2.0,4.0,3.0
1,217,B,3.0,2.0,2.0,5,3.5
1,218,B,4.0,1.5,2.0,5,3.5
1,219,B,4.0,2.5,2.5,5,4.0
1,220,B,4.5,2.5,3.5,4.5,3.0
1,221,B,4.0,2.0,3.0,4.5,2.0
1,222,B,3.5,3.0,3.0,5,3.5
1,223,B,3.5,3.5,3.5,5,4.5
1,224,B,5,4.0,3.5,4.5,5
1,225,B,5,2.5,4.0,4.0,4.5
1,226,B,3.0,2.5,4.0,4.5,3.0
1,227,B,5,2.0,3.0,5,2.5
1,228,B,2.5,2.0,2.5,5,3.5
1,229,B,4.5,3.0,5,4.5,2.5
1,230,B,2.0,1,3.0,4.5,5
1,231,B,5,5,4.0,5,4.0
1,232,B,4.0,3.5,4.5,4.5,3.5
1,233,B,4.0,1.5,4.0,5,4.0
1,234,B,5,3.5,3.0,5,5
1,235,B,5,3.0,4.5,5,4.0
1,236,B,3.0,2.0,3.5,5,4.0
1,237,B,3.5,1,2.0,4.0,3.5
1,238,B,5,3.5,3.0,5,3.5
1,239,B,4.5,2.0,4.0,5,4.5
1,240,B,4.5,3.5,5,4.5,3.5
1,241,B,3.0,2.0,4.0,5,5
1,242,B,4.0,4.5,3.5,5,5
1,243,B,5,3.5,3.0,5,5
1,244,B,5,4.0,4.5,5,4.5
1,245,B,3.0,1,3.0,4.0,3.0
1,246,B,4.5,3.5,3.5,5,4.5
1,247,B,4.0,2.5,3.5,5,5
1,248,B,5,2.0,3.5,4.5,3.5
1,249,B,3.0,2.0,3.5,5,3.0
1,250,B,3.5,2.0,3.0,4.5,4.0
1,251,B,4.0,2.0,3.0,5,5
1,252,B,4.5,1.5,3.0,4.5,2.5
1,253,B,3.5,2.0,4.5,4.5,2.5
1,254,B,5,5,4.5,4.5,5
1,255,B,3.5,3.0,3.5,5,3.0
1,256,B,5,3.0,3.0,5,4.5
1,257,B,4.5,1.5,2.5,4.0,1.5
1,258,B,5,4.5,4.0,4.5,4.0
1,259,B,4.0,3.0,2.0,5,4.5
1,260,B,5,2.0,2.5,5,4.0
1,261,B,2.0,2.0,3.0,3.5,3.0
1,262,B,4.0,3.5,3.5,4.5,4.5
1,263,B,4.5,3.0,4.5,5,4.5
1,264,B,4.0,4.0,3.5,5,5
1,265,B,4.0,3.0,3.0,5,4.5
1,266,B,3.0,2.0,2.0,4.5,3.0
1,267,B,3.5,3.0,2.5,4.5,4.5
1,268,B,4.5,2.5,2.5,5,3.5
1,269,B,4.0,3.0,4.0,5,4.5
1,270,B,5,3.5,4.5,4.5,5
1,271,B,5,3.0,3.5,4.5,4.5
1,272,B,5,3.0,5,5,5
1,273,B,4.0,3.0,3.5,5,3.0
1,274,B,4.0,3.0,2.5,5,4.5
1,275,B,3.5,3.5,3.5,4.0,4.5
1,276,B,5,4.5,3.5,5,5
1,277,B,5,3.5,4.0,4.5,5
1,278,B,3.0,2.0,4.0,5,4.5
1,279,B,4.5,4.0,4.0,5,4.0
1,280,B,2.0,1,4.5,5,2.0
1,281,B,3.0,2.0,3.5,5,4.5
1,282,B,4.0,3.5,4.0,4.5,4.0
1,283,B,4.5,3.5,4.0,5,4.0
1,284,B,4.0,3.0,3.5,5,4.0
1,285,B,2.5,1.5,4.5,4.5,2.5
1,286,B,5,3.5,4.0,4.5,4.0
1,287,B,4.0,1.5,2.5,4.0,3.5
1,288,B,4.0,2.5,3.5,3.5,4.5
1,289,B,3.0,3.5,3.0,5,5
1,290,B,4.0,3.0,5,5,3.0
1,291,B,4.5,2.5,3.5,5,4.0
1,292,B,3.0,3.0,4.0,5,3.5
1,293,B,4.0,3.0,3.5,5,3.0
1,294,B,3.0,2.0,3.5,4.5,2.5
1,295,B,3.0,2.0,3.5,5,3.0
1,296,B,3.0,2.5,2.5,4.5,3.0
1,297,B,5,2.5,3.0,5,3.0
1,298,B,4.0,2.0,4.5,4.5,3.5
1,299,B,4.5,2.5,4.0,4.5,4.5
1,300,B,4.0,3.0,3.5,5,4.5
1,301,B,3.0,2.5,4.0,3.0,2.5
1,302,B,4.0,2.0,3.5,4.5,3.5
1,303,B,3.5,2.0,3.5,4.0,4.0
1,304,B,4.0,1.5,3.5,4.5,3.0
1,305,B,4.5,2.5,3.0,5,4.5
1,306,B,3.5,1.5,3.5,5,3.0
1,307,B,3.0,2.0,3.0,4.0,3.0
1,308,B,5,2.0,3.5,4.5,4.5
1,309,B,4.0,3.0,3.5,5,2.5
1,310,B,4.5,3.5,3.5,5,5
1,311,B,3.5,1.5,3.0,4.5,2.5
1,312,B,5,3.0,2.5,5,5
1,313,B,4.5,1.5,3.5,5,3.5
1,314,B,5,3.0,3.0,5,5
1,315,B,4.0,3.0,3.5,5,5
1,316,B,5,3.5,4.0,5,4.0
1,317,B,3.5,2.5,3.5,5,3.0
1,318,B,5,3.0,3.5,5,4.5
1,319,B,4.0,1,3.0,5,2.5
1,320,B,5,4.5,4.5,4.5,4.0
1,321,B,5,2.0,4.5,5,5
1,322,B,2.5,1.5,2.5,3.5,2.5
1,323,B,4.5,2.0,3.5,4.5,4.5
1,324,B,4.0,1,2.5,4.5,2.5
1,325,B,4.0,3.0,2.0,5,3.0
1,326,B,4.5,4.0,4.5,5,4.0
1,327,B,4.0,4.0,4.5,5,5
1,328,B,4.0,3.0,4.0,5,4.0
1,329,B,5,4.0,3.5,5,5
1,330,B,3.0,3.5,4.0,5,5
1,331,B,4.0,4.0,4.5,5,5
1,332,B,4.5,2.5,3.0,5,4.0
1,333,B,4.0,2.5,4.5,5,3.5
1,334,B,3.0,2.5,3.0,4.5,5
1,335,B,4.0,2.0,2.5,5,3.0
1,336,B,4.5,3.0,4.5,5,5
1,337,B,4.0,4.0,4.0,5,5
1,338,B,4.5,2.5,4.0,5,5
1,339,B,4.0,2.0,2.5,5,4.5
1,340,B,4.0,1,3.0,4.0,4.0
1,341,B,3.5,1.5,3.5,3.5,1
1,342,B,5,4.0,4.0,5,4.0
1,343,B,4.5,3.5,2.5,4.5,3.0
1,344,B,3.5,3.0,2.5,3.5,3.5
1,345,B,3.0,2.5,2.5,4.0,2.0
1,346,B,5,3.5,3.0,5,4.5
1,347,B,3.0,3.5,3.0,5,5
1,348,B,4.5,3.5,3.5,5,4.5
1,349,B,5,2.5,3.0,5,3.5
1,350,B,4.5,2.5,2.0,5,2.0
1,351,B,2.0,2.5,4.0,5,3.0
1,352,B,4.5,2.0,2.0,5,3.5
1,353,B,4.0,4.0,3.0,5,3.0
1,354,B,5,3.0,4.5,5,5
1,355,B,4.0,3.0,4.5,4.5,5
1,356,B,3.5,2.5,3.5,5,4.0
1,357,B,5,2.0,3.0,5,2.5
1,358,B,3.0,3.5,3.5,5,4.0
1,359,B,5,1.5,4.5,5,2.0
1,360,B,5,3.5,4.0,5,5
1,361,B,3.5,2.0,2.5,4.5,4.5
1,362,B,3.0,2.0,4.5,5,4.5
1,363,B,4.0,1.5,4.0,5,3.5
1,364,B,5,4.5,4.0,5,5
1,365,B,4.0,2.0,2.5,4.5,2.5
1,366,B,3.5,3.0,3.0,5,5
1,367,B,4.5,3.5,3.5,5,3.5
1,368,B,5,3.0,2.5,5,3.5
1,369,B,5,4.0,3.5,5,5
1,370,B,5,3.0,3.0,5,3.5
1,371,B,4.0,2.5,3.5,5,4.0
1,372,B,3.0,3.5,3.0,5,5
1,373,B,4.5,2.5,2.0,5,3.5
1,374,B,4.5,2.5,2.5,4.5,2.0
1,375,B,5,2.5,4.0,5,4.5
1,376,B,4.0,3.0,4.0,5,4.5
1,377,B,5,4.5,4.0,5,5
1,378,B,5,4.5,4.0,5,5
1,379,B,4.0,2.0,2.5,3.5,3.5
1,380,B,5,2.0,2.5,5,3.5
1,381,B,5,3.5,3.0,5,4.0
1,382,B,3.5,1,3.0,4.5,3.0
1,383,B,4.5,3.0,4.0,4.0,3.0
1,384,B,3.0,3.5,2.5,4.5,4.5
1,385,B,4.5,2.5,4.5,5,3.0
1,386,B,4.0,3.0,2.5,5,3.5
1,387,B,5,3.5,4.0,5,4.5
1,388,B,4.5,1.5,4.0,5,4.0
1,389,B,4.5,2.5,2.5,4.5,4.5
1,390,B,3.5,2.5,3.0,4.5,2.0
1,391,B,5,3.5,3.5,5,4.5
1,392,B,3.5,3.0,3.0,4.5,3.5
1,393,B,3.0,2.0,4.0,5,3.0
1,394,B,4.5,3.0,3.0,5,4.5
1,395,B,4.5,4.0,4.0,4.5,5
1,396,B,4.0,2.0,3.5,3.5,3.0
1,397,B,5,3.5,3.5,4.0,4.5
1,398,B,4.0,2.5,2.5,4.0,3.5
1,399,B,5,3.0,2.0,5,4.5
1,400,B,4.5,4.5,4.0,5,4.5
1,401,B,5,4.5,3.0,4.5,5
1,402,B,4.0,1,2.0,5,2.0
1,403,B,4.0,3.5,3.0,5,4.5
1,404,B,4.0,3.5,3.0,5,4.5
1,405,B,5,2.5,4.0,4.5,4.5
1,406,B,4.0,3.5,3.0,4.5,3.0
1,407,B,3.0,3.5,4.5,5,3.5
1,408,B,5,2.5,4.5,5,4.0
1,409,B,3.5,1.5,3.5,4.0,3.5
1,410,B,4.5,2.5,3.5,4.5,4.0
1,411,B,3.0,2.5,3.0,4.0,3.5
1,412,B,3.5,2.5,2.5,5,4.5
1,413,B,4.0,3.0,3.0,4.0,4.0
1,414,B,3.0,2.0,2.5,3.5,2.0
1,415,B,4.0,4.5,3.0,5,4.0
1,416,B,3.5,2.0,3.0,4.5,3.0
1,417,B,5,2.5,3.5,4.5,3.5
1,418,B,5,4.0,4.5,5,5
1,419,B,3.0,2.5,2.5,4.0,4.5
1,420,B,4.5,3.0,3.0,4.5,2.5
1,421,B,4.5,4.5,4.0,5,5
1,422,B,4.5,5,4.5,5,5
1,423,B,3.5,2.5,4.0,5,4.0
1,424,B,4.5,3.0,4.0,5,3.0
1,425,B,3.0,3.0,4.5,4.5,4.0
1,426,B,5,3.0,4.5,5,5
1,427,B,4.0,1.5,2.0,4.0,1
1,428,B,5,3.5,5,5,4.5
1,429,B,2.5,2.5,3.0,4.5,4.0
1,430,B,2.0,1,3.0,4.0,1.5
1,431,B,4.0,2.0,3.0,5,4.0
1,432,B,5,2.5,4.0,4.5,5
1,433,B,4.0,3.0,5,4.5,3.0
1,434,B,4.0,1,2.5,5,3.0
1,435,B,4.5,3.0,3.5,5,4.0
1,436,B,4.5,2.0,5,5,2.5
1,437,B,4.5,3.0,5,5,3.5
1,438,B,4.0,3.0,4.0,5,3.5
1,439,B,5,2.0,4.5,4.5,3.0
1,440,B,5,4.0,3.5,5,5
1,441,B,4.0,3.5,3.5,3.5,5
1,442,B,4.5,3.0,4.0,4.5,4.0
1,443,B,4.0,3.0,5,5,4.5
1,444,B,4.0,3.0,3.0,5,4.0
1,445,B,4.0,1,3.0,4.0,4.0
1,446,B,5,2.5,3.0,4.5,4.0
1,447,B,4.5,3.5,4.0,4.5,4.5
1,448,B,5,3.0,4.0,5,5
1,449,B,5,3.5,5,5,5
1,450,B,2.5,1.5,4.5,3.5,4.0
1,451,B,3.5,2.0,2.5,5,3.0
1,452,B,4.0,2.5,2.5,4.5,3.0
1,453,B,5,2.0,4.5,4.5,3.0
1,454,B,4.0,1.5,2.5,5,2.0
1,455,B,4.0,2.0,2.5,5,4.5
1,456,B,4.0,2.5,2.0,5,4.0
1,457,B,5,3.0,3.0,5,4.0
1,458,B,4.5,3.5,4.0,4.5,4.5
1,459,B,5,3.0,3.0,4.5,4.0
1,460,B,2.5,1.5,3.0,3.5,3.0
1,461,B,4.0,2.5,3.5,5,3.0
1,462,B,5,4.0,4.5,5,5
1,463,B,4.5,3.0,4.5,5,4.0
1,464,B,4.0,5,3.0,5,4.0
1,465,B,4.5,3.5,4.0,5,3.5
1,466,B,4.5,3.5,2.5,5,5
1,467,B,4.5,3.0,2.5,5,4.0
1,468,B,5,2.5,3.5,5,3.5
1,469,B,5,4.0,4.0,5,5
1,470,B,4.0,3.5,4.0,5,4.0
1,471,B,4.0,1.5,2.5,4.0,1.5
1,472,B,3.0,3.0,2.0,4.5,3.5
1,473,B,5,4.0,4.0,5,5
1,474,B,3.0,2.5,4.5,5,5
1,475,B,4.0,1.5,3.5,3.5,3.5
1,476,B,3.0,2.5,2.0,4.5,3.5
1,477,B,4.0,3.0,1,4.5,4.5
1,478,B,2.0,2.0,3.5,3.5,4.0
1,479,B,3.0,2.0,1,4.0,3.5
1,480,B,4.5,2.5,1.5,5,5
1,481,B,4.0,3.0,1,4.0,2.0
1,482,B,4.0,2.5,1.5,4.5,5
1,483,B,4.5,2.0,3.0,5,5
1,484,B,4.0,3.0,1.5,4.5,3.5
1,485,B,2.0,2.5,3.5,4.0,4.0
1,486,B,4.0,3.5,1,4.0,3.5
1,487,B,4.5,4.5,5,4.0,5
1,488,B,2.0,2.5,2.5,4.0,3.0
1,489,B,3.5,2.5,2.0,4.5,3.5
1,490,B,2.0,2.0,1.5,3.5,3.0
1,491,B,4.0,3.0,2.5,5,4.0
1,492,B,4.5,2.0,2.0,4.0,4.0
1,493,B,2.0,1.5,2.0,4.0,3.0
1,494,B,2.0,3.0,2.0,4.5,4.0
1,495,B,4.0,2.0,1.5,4.5,2.5
1,496,B,3.5,2.5,2.0,3.5,3.0
1,497,B,4.5,3.0,1,4.5,3.5
1,498,B,3.5,2.5,1,5,3.0
1,499,B,5,3.0,2.0,5,4.5
1,500,B,3.5,2.0,1.5,4.0,3.0
2,1,A,3.0,3.0,3.0,4.5,3.5
2,2,A,4.0,2.5,4.0,3.5,3.5
2,3,A,5,4.5,4.5,4.5,5
2,4,A,4.0,4.5,3.5,3.5,4.0
2,5,A,5,4.0,3.0,3.5,5
2,6,A,2.0,1.5,4.5,4.0,3.0
2,7,A,4.0,3.0,4.0,4.0,4.5
2,8,A,4.0,4.5,4.0,5,5
2,9,A,4.5,4.5,4.5,5,5
2,10,A,5,3.5,4.0,4.5,5
2,11,A,5,2.5,4.0,5,4.5
2,12,A,3.0,4.5,3.5,3.5,4.5
2,13,A,3.0,4.0,4.0,4.0,5
2,14,A,4.5,4.0,3.5,3.5,5
2,15,A,3.5,4.5,4.0,3.5,5
2,16,A,4.5,3.0,3.5,5,5
2,17,A,3.0,4.5,4.5,4.0,4.0
2,18,A,2.0,2.5,4.5,5,4.5
2,19,A,3.5,2.0,4.0,3.5,4.5
2,20,A,5,4.0,4.0,4.5,4.0
2,21,A,4.0,2.5,4.0,4.5,4.0
2,22,A,3.0,4.5,4.5,5,4.0
2,23,A,4.0,3.5,4.0,4.0,4.5
2,24,A,5,3.5,4.0,4.0,4.5
2,25,A,3.0,3.5,4.0,4.5,4.0
2,26,A,5,4.5,4.0,4.0,4.5
2,27,A,4.5,4.0,3.5,4.5,4.5
2,28,A,3.0,3.0,4.5,4.5,5
2,29,A,4.5,4.5,4.0,4.0,4.5
2,30,A,3.5,3.5,3.0,4.0,4.0
2,31,A,4.5,4.5,4.5,4.0,5
2,32,A,3.0,3.0,5,4.5,4.0
2,33,A,4.5,4.0,3.5,5,4.5
2,34,A,4.5,3.5,3.5,4.5,4.0
2,35,A,4.5,3.5,4.0,4.0,4.0
2,36,A,3.5,3.5,3.5,3.5,5
2,37,A,4.0,3.0,3.5,4.0,3.5
2,38,A,4.5,3.5,3.5,4.5,5
2,39,A,5,4.5,4.0,4.0,5
2,40,A,4.0,4.5,4.5,4.5,5
2,41,A,4.0,4.0,3.0,5,5
2,42,A,4.5,3.5,3.5,5,5
2,43,A,3.5,2.0,3.5,4.5,4.0
2,44,A,3.0,4.0,4.0,3.5,4.5
2,45,A,5,3.5,3.5,5,4.5
2,46,A,4.5,4.5,5,4.0,5
2,47,A,4.0,4.0,4.0,4.0,5
2,48,A,3.5,4.0,4.5,5,4.5
2,49,A,3.0,4.5,4.0,3.5,5
2,50,A,4.0,3.5,4.5,5,5
2,51,A,3.0,3.0,4.0,3.5,5
2,52,A,5,4.0,4.5,3.5,5
2,53,A,4.0,2.5,4.5,4.5,3.0
2,54,A,3.0,3.0,4.5,5,3.0
2,55,A,3.0,4.0,3.5,5,5
2,56,A,3.5,3.0,3.0,4.5,5
2,57,A,4.5,3.5,3.0,4.5,3.0
2,58,A,3.5,2.5,3.0,4.0,4.0
2,59,A,3.5,4.0,4.0,5,5
2,60,A,4.5,3.0,3.5,3.5,5
2,61,A,3.5,3.0,3.0,3.0,3.5
2,62,A,2.5,3.0,4.0,4.5,5
2,63,A,4.0,3.0,4.0,4.5,4.5
2,64,A,4.0,3.5,3.0,4.5,5
2,65,A,4.5,3.0,3.5,5,5
2,66,A,4.0,3.0,3.5,3.5,5
2,67,A,3.0,4.0,4.5,5,4.5
2,68,A,3.0,2.5,3.0,3.5,4.0
2,69,A,4.0,4.0,4.0,5,5
2,70,A,4.5,3.5,4.5,4.0,4.5
2,71,A,3.0,3.5,4.0,4.5,4.0
2,72,A,4.5,2.5,3.0,3.5,4.5
2,73,A,4.0,2.0,5,5,4.5
2,74,A,3.0,4.5,3.0,4.0,5
2,75,A,4.5,4.0,3.5,2.5,3.0
2,76,A,4.0,4.5,3.5,4.0,4.0
2,77,A,4.5,4.0,3.5,4.0,4.0
2,78,A,3.0,2.5,4.0,4.5,4.0
2,79,A,4.0,2.0,3.5,4.5,5
2,80,A,3.5,4.5,4.0,5,5
2,81,A,3.5,2.5,3.5,3.5,3.5
2,82,A,4.0,3.0,3.5,4.5,3.0
2,83,A,3.5,2.5,4.0,3.5,4.5
2,84,A,4.5,3.0,3.5,4.5,5
2,85,A,3.0,3.5,4.0,4.0,5
2,86,A,3.0,4.5,3.0,4.0,4.5
2,87,A,4.0,3.0,3.5,5,3.5
2,88,A,4.5,3.0,4.0,4.5,4.0
2,89,A,3.0,2.0,3.5,4.5,4.5
2,90,A,4.5,3.5,3.5,5,5
2,91,A,4.5,4.0,4.0,4.0,5
2,92,A,4.0,3.5,3.5,4.5,5
2,93,A,5,2.5,4.0,4.0,4.5
2,94,A,3.5,3.5,3.5,3.5,4.5
2,95,A,3.0,5,4.5,5,5
2,96,A,4.0,4.0,4.0,4.5,4.5
2,97,A,3.5,3.0,4.5,4.0,5
2,98,A,3.0,5,5,4.0,5
2,99,A,3.0,4.5,3.5,5,5
2,100,A,4.5,2.0,4.5,4.0,5
2,101,A,4.5,3.5,3.5,5,5
2,102,A,4.5,3.5,4.5,5,5
2,103,A,4.0,3.0,3.5,3.5,5
2,104,A,5,3.0,3.0,4.0,5
2,105,A,3.5,4.0,4.5,3.5,5
2,106,A,4.0,4.0,3.5,4.0,3.5
2,107,A,5,4.5,4.0,4.0,5
2,108,A,4.5,3.5,4.0,5,5
2,109,A,3.5,4.5,5,4.0,5
2,110,A,4.0,4.0,4.0,4.5,5
2,111,A,4.0,4.0,4.0,5,5
2,112,A,5,4.0,4.0,4.5,5
2,113,A,4.5,4.5,4.0,4.5,5
2,114,A,3.5,5,5,5,4.5
2,115,A,5,4.0,3.5,4.0,4.5
2,116,A,3.5,4.0,4.5,3.5,5
2,117,A,3.0,4.0,4.0,4.0,5
2,118,A,4.0,4.0,3.0,4.5,4.5
2,119,A,4.0,4.0,4.5,5,5
2,120,A,5,2.5,3.5,4.5,4.0
2,121,A,3.0,4.5,3.5,5,5
2,122,A,5,5,5,5,5
2,123,A,3.5,4.5,3.5,4.5,5
2,124,A,4.0,3.0,3.0,4.5,3.5
2,125,A,4.0,4.5,4.5,4.5,5
2,126,A,4.5,4.5,4.0,4.0,5
2,127,A,5,4.0,4.0,5,5
2,128,A,5,4.5,3.5,5,5
2,129,A,4.0,5,5,5,5
2,130,A,5,4.0,3.0,4.0,4.5
2,131,A,4.0,4.0,3.0,4.5,5
2,132,A,5,4.5,3.5,4.5,5
2,133,A,3.0,2.5,3.5,3.5,5
2,134,A,4.5,4.5,4.0,4.0,5
2,135,A,4.0,4.5,4.0,4.5,4.5
2,136,A,4.0,3.5,4.0,4.0,5
2,137,A,3.5,3.5,4.0,4.0,4.0
2,138,A,4.5,3.0,3.5,5,5
2,139,A,4.0,5,4.5,4.5,4.0
2,140,A,4.0,2.0,3.5,5,5
2,141,A,2.0,3.0,2.5,4.0,3.5
2,142,A,5,5,3.0,4.0,5
2,143,A,4.0,3.5,3.5,4.5,4.0
2,144,A,3.5,3.5,3.0,4.5,5
2,145,A,4.5,4.5,4.0,4.0,5
2,146,A,4.5,4.0,4.0,5,5
2,147,A,3.5,3.5,4.5,4.0,5
2,148,A,4.5,3.5,2.5,4.0,4.0
2,149,A,3.0,4.0,4.0,4.0,3.0
2,150,A,3.5,4.0,3.0,4.5,5
2,151,A,4.0,2.0,3.5,4.0,4.5
2,152,A,3.0,4.0,3.0,4.5,4.0
2,153,A,4.5,3.5,4.5,4.0,5
2,154,A,3.0,3.5,3.5,4.5,5
2,155,A,4.5,2.5,3.0,5,5
2,156,A,4.0,2.0,3.5,4.0,5
2,157,A,4.5,3.0,4.5,4.0,5
2,158,A,4.5,4.0,4.5,4.0,4.0
2,159,A,4.0,2.0,4.5,4.5,4.0
2,160,A,4.5,3.5,4.5,3.5,5
2,161,A,4.5,4.5,4.0,3.5,4.0
2,162,A,4.0,3.5,4.0,3.5,5
2,163,A,3.0,3.5,3.5,4.0,5
2,164,A,3.5,3.0,3.0,5,5
2,165,A,3.0,4.5,5,3.5,5
2,166,A,4.5,4.0,4.0,3.5,5
2,167,A,3.5,3.5,5,5,5
2,168,A,4.0,4.0,5,3.5,4.0
2,169,A,3.0,3.0,4.0,5,4.5
2,170,A,3.0,4.5,4.0,4.5,5
2,171,A,3.5,4.5,3.5,5,5
2,172,A,4.0,3.0,3.5,5,4.0
2,173,A,4.0,3.5,3.5,3.5,5
2,174,A,3.0,3.5,4.0,5,4.5
2,175,A,3.0,4.5,5,5,5
2,176,A,4.0,3.5,3.5,4.5,5
2,177,A,4.5,3.0,3.0,5,5
2,178,A,3.5,4.5,3.0,4.5,4.5
2,179,A,4.5,3.5,3.0,5,5
